b03-t02-p01-1.1;Komarhof;50.902397;6.924906
b03-t02-p01-1.2;Klettenbergpark;50.907809;6.919413
b03-t02-p01-1.3;Römische Wasserleitung (Berrenrather Straße);50.910466;6.917288
b03-t02-p01-1.4;Römischer Schlammfang;50.9049;6.909242
b03-t02-s01-0;null;50.903019;6.906173
b03-t02-p01-1.5;Äußerer Grüngürtel/Decksteiner Weiher;50.910082;6.894479
b03-t02-p01-1.6;Fort VI;50.914574;6.891367
b03-t02-s02-0;null;50.920188;6.889286
b03-t02-s03-0;null;50.91893;6.8772
b03-t02-p01-1.7;Stüttgenhof;50.9215;6.875854
b03-t02-p01-1.8;Burg Horbell;50.909413;6.862437
b03-t02-p01-1.9;Marsdorfer Höfe;50.918925;6.849997
